dest_room,bill_room,date,time,orders,menu_id,prefix_room,name,price,category,capacity,type
restaurant,S105,2016-02-23,17:36:00,5,15,S,tea,2.5,drink,15,conference_room_small
D67,D67,2016-02-20,00:32:00,4,3,D,wine,3.5,alcoholic-drink,3,double_room
restaurant,D68,2016-02-28,11:47:00,2,1,D,soft-drink,3.0,drink,3,double_room
N158,N158,2016-03-06,08:19:00,2,12,N,spareribs,17.0,dinner,1,normal_room
restaurant,L46,2016-02-22,07:38:00,5,5,L,french-breakfast,7.0,breakfast,50,conference_room_large
restaurant,S106,2016-02-26,01:25:00,4,5,S,french-breakfast,7.0,breakfast,15,conference_room_small
restaurant,S107,2016-02-26,22:43:00,2,10,S,surf 'n turf,17.0,dinner,15,conference_room_small
D69,D69,2016-02-23,22:58:00,4,12,D,spareribs,17.0,dinner,3,double_room
D57,D57,2016-03-29,04:43:00,1,8,D,deluxe-lunch,10.0,lunch,3,double_room
restaurant,L0,2016-02-12,18:45:00,5,10,L,surf 'n turf,17.0,dinner,50,conference_room_large
restaurant,L0,2016-02-10,18:48:00,2,8,L,deluxe-lunch,10.0,lunch,50,conference_room_large
X67,X67,2016-03-23,04:32:00,5,0,X,water,2.5,drink,3,deluxe_room
restaurant,L39,2016-02-03,23:34:00,1,13,L,super soup,14.0,dinner,50,conference_room_large
restaurant,L39,2016-02-03,00:25:00,4,12,L,spareribs,17.0,dinner,50,conference_room_large
restaurant,L42,2016-02-17,21:52:00,3,10,L,surf 'n turf,17.0,dinner,50,conference_room_large
restaurant,S114,2016-01-21,04:32:00,1,6,S,deluxe-breakfast,12.0,breakfast,15,conference_room_small
restaurant,S115,2016-01-24,19:28:00,5,13,S,super soup,14.0,dinner,15,conference_room_small
restaurant,S116,2016-01-21,16:44:00,4,6,S,deluxe-breakfast,12.0,breakfast,15,conference_room_small
S116,S116,2016-01-22,15:44:00,3,14,S,coffee,3.0,drink,15,conference_room_small
restaurant,S117,2016-01-20,21:48:00,5,4,S,simple-breakfast,5.0,breakfast,15,conference_room_small
restaurant,S117,2016-01-21,22:18:00,4,6,S,deluxe-breakfast,12.0,breakfast,15,conference_room_small
restaurant,X49,2016-03-13,07:03:00,2,9,X,steak 'n stuff,18.0,dinner,3,deluxe_room
L52,L52,2016-03-24,02:35:00,2,3,L,wine,3.5,alcoholic-drink,50,conference_room_large
L63,L63,2016-01-24,18:23:00,1,0,L,water,2.5,drink,50,conference_room_large
restaurant,L63,2016-01-23,18:29:00,4,8,L,deluxe-lunch,10.0,lunch,50,conference_room_large
restaurant,L63,2016-01-20,17:05:00,2,15,L,tea,2.5,drink,50,conference_room_large
restaurant,L63,2016-01-17,15:43:00,2,12,L,spareribs,17.0,dinner,50,conference_room_large
L63,L63,2016-01-13,17:06:00,1,7,L,simple-lunch,5.0,lunch,50,conference_room_large
restaurant,L63,2016-01-19,02:04:00,4,13,L,super soup,14.0,dinner,50,conference_room_large
restaurant,L63,2016-01-30,10:29:00,3,2,L,beer,3.5,alcoholic-drink,50,conference_room_large
L63,L63,2016-01-20,11:37:00,1,1,L,soft-drink,3.0,drink,50,conference_room_large
restaurant,L63,2016-01-15,05:57:00,5,8,L,deluxe-lunch,10.0,lunch,50,conference_room_large
L63,L63,2016-01-24,07:20:00,5,15,L,tea,2.5,drink,50,conference_room_large
L63,L63,2016-01-19,22:55:00,4,6,L,deluxe-breakfast,12.0,breakfast,50,conference_room_large
restaurant,L53,2016-03-24,17:56:00,1,9,L,steak 'n stuff,18.0,dinner,50,conference_room_large
L53,L53,2016-03-23,03:08:00,3,9,L,steak 'n stuff,18.0,dinner,50,conference_room_large
S114,S114,2016-02-26,02:01:00,5,13,S,super soup,14.0,dinner,15,conference_room_small
restaurant,S130,2016-01-07,14:09:00,1,8,S,deluxe-lunch,10.0,lunch,15,conference_room_small
restaurant,S132,2016-01-09,20:48:00,1,11,S,vegetarian lasagna,16.0,dinner,15,conference_room_small
restaurant,S124,2016-03-15,22:23:00,1,9,S,steak 'n stuff,18.0,dinner,15,conference_room_small
S124,S124,2016-03-17,01:15:00,4,3,S,wine,3.5,alcoholic-drink,15,conference_room_small
S125,S125,2016-03-19,02:40:00,4,6,S,deluxe-breakfast,12.0,breakfast,15,conference_room_small
restaurant,L27,2016-02-13,16:42:00,5,0,L,water,2.5,drink,50,conference_room_large
restaurant,L27,2016-02-14,19:42:00,3,7,L,simple-lunch,5.0,lunch,50,conference_room_large
restaurant,L30,2016-02-12,07:42:00,2,13,L,super soup,14.0,dinner,50,conference_room_large
restaurant,L36,2016-03-29,12:42:00,1,4,L,simple-breakfast,5.0,breakfast,50,conference_room_large
L36,L36,2016-04-01,23:11:00,4,3,L,wine,3.5,alcoholic-drink,50,conference_room_large
restaurant,L37,2016-04-01,15:17:00,1,1,L,soft-drink,3.0,drink,50,conference_room_large
S116,S116,2016-03-07,01:41:00,3,0,S,water,2.5,drink,15,conference_room_small
restaurant,S117,2016-03-07,09:51:00,4,11,S,vegetarian lasagna,16.0,dinner,15,conference_room_small
restaurant,S119,2016-03-09,12:23:00,2,0,S,water,2.5,drink,15,conference_room_small
restaurant,L55,2016-03-27,14:44:00,1,0,L,water,2.5,drink,50,conference_room_large
restaurant,L55,2016-03-23,02:41:00,4,3,L,wine,3.5,alcoholic-drink,50,conference_room_large
restaurant,L55,2016-03-26,13:33:00,5,14,L,coffee,3.0,drink,50,conference_room_large
L55,L55,2016-03-24,08:01:00,4,13,L,super soup,14.0,dinner,50,conference_room_large
restaurant,S108,2016-02-25,00:10:00,2,12,S,spareribs,17.0,dinner,15,conference_room_small
restaurant,S109,2016-02-26,04:46:00,5,0,S,water,2.5,drink,15,conference_room_small
S121,S121,2016-03-03,23:51:00,5,11,S,vegetarian lasagna,16.0,dinner,15,conference_room_small
restaurant,S122,2016-03-09,00:33:00,1,15,S,tea,2.5,drink,15,conference_room_small
restaurant,S166,2016-03-21,06:29:00,2,7,S,simple-lunch,5.0,lunch,15,conference_room_small
restaurant,S167,2016-03-23,19:53:00,2,13,S,super soup,14.0,dinner,15,conference_room_small
L36,L36,2016-01-04,08:39:00,1,10,L,surf 'n turf,17.0,dinner,50,conference_room_large
L18,L18,2016-03-05,23:28:00,5,2,L,beer,3.5,alcoholic-drink,50,conference_room_large
restaurant,L19,2016-03-05,01:22:00,2,1,L,soft-drink,3.0,drink,50,conference_room_large
restaurant,L62,2016-03-11,12:26:00,3,9,L,steak 'n stuff,18.0,dinner,50,conference_room_large
restaurant,L62,2016-03-10,19:06:00,2,11,L,vegetarian lasagna,16.0,dinner,50,conference_room_large
restaurant,L62,2016-03-08,09:40:00,5,4,L,simple-breakfast,5.0,breakfast,50,conference_room_large
L62,L62,2016-03-11,01:24:00,1,6,L,deluxe-breakfast,12.0,breakfast,50,conference_room_large
restaurant,S129,2016-03-17,16:29:00,5,14,S,coffee,3.0,drink,15,conference_room_small
S118,S118,2016-01-19,16:02:00,2,12,S,spareribs,17.0,dinner,15,conference_room_small
S119,S119,2016-01-20,04:05:00,4,14,S,coffee,3.0,drink,15,conference_room_small
restaurant,S119,2016-01-21,16:44:00,4,15,S,tea,2.5,drink,15,conference_room_small
restaurant,S120,2016-01-19,14:23:00,1,3,S,wine,3.5,alcoholic-drink,15,conference_room_small
restaurant,S121,2016-01-22,20:04:00,5,10,S,surf 'n turf,17.0,dinner,15,conference_room_small
restaurant,S121,2016-01-24,09:57:00,2,6,S,deluxe-breakfast,12.0,breakfast,15,conference_room_small
restaurant,L52,2016-02-06,19:45:00,4,0,L,water,2.5,drink,50,conference_room_large
L52,L52,2016-02-05,02:44:00,3,14,L,coffee,3.0,drink,50,conference_room_large
restaurant,L52,2016-02-05,21:30:00,4,6,L,deluxe-breakfast,12.0,breakfast,50,conference_room_large
restaurant,L52,2016-02-07,00:53:00,1,2,L,beer,3.5,alcoholic-drink,50,conference_room_large
S73,S73,2016-02-15,09:09:00,3,3,S,wine,3.5,alcoholic-drink,15,conference_room_small
S74,S74,2016-02-16,04:08:00,4,0,S,water,2.5,drink,15,conference_room_small
restaurant,S74,2016-02-13,23:51:00,1,11,S,vegetarian lasagna,16.0,dinner,15,conference_room_small
restaurant,S75,2016-02-15,21:39:00,1,3,S,wine,3.5,alcoholic-drink,15,conference_room_small
L27,L27,2016-03-14,04:19:00,3,0,L,water,2.5,drink,50,conference_room_large
restaurant,L27,2016-03-14,20:19:00,1,10,L,surf 'n turf,17.0,dinner,50,conference_room_large
restaurant,L32,2016-03-15,08:00:00,1,5,L,french-breakfast,7.0,breakfast,50,conference_room_large
L32,L32,2016-03-13,19:21:00,1,5,L,french-breakfast,7.0,breakfast,50,conference_room_large
S124,S124,2016-02-05,20:44:00,3,14,S,coffee,3.0,drink,15,conference_room_small
S125,S125,2016-02-05,12:13:00,1,14,S,coffee,3.0,drink,15,conference_room_small
restaurant,S125,2016-02-06,20:41:00,2,7,S,simple-lunch,5.0,lunch,15,conference_room_small
restaurant,L21,2016-02-04,23:56:00,3,8,L,deluxe-lunch,10.0,lunch,50,conference_room_large
restaurant,L21,2016-02-04,14:51:00,3,14,L,coffee,3.0,drink,50,conference_room_large
L48,L48,2016-01-16,22:18:00,5,13,L,super soup,14.0,dinner,50,conference_room_large
restaurant,L48,2016-01-10,08:23:00,1,5,L,french-breakfast,7.0,breakfast,50,conference_room_large
L48,L48,2016-01-09,04:53:00,2,4,L,simple-breakfast,5.0,breakfast,50,conference_room_large
restaurant,L48,2016-01-05,23:13:00,5,0,L,water,2.5,drink,50,conference_room_large
restaurant,L48,2016-01-12,05:41:00,1,14,L,coffee,3.0,drink,50,conference_room_large
restaurant,L48,2016-01-15,16:11:00,3,12,L,spareribs,17.0,dinner,50,conference_room_large
L48,L48,2016-01-06,16:12:00,3,9,L,steak 'n stuff,18.0,dinner,50,conference_room_large
N116,N116,2016-02-21,12:48:00,1,15,N,tea,2.5,drink,1,normal_room
restaurant,N117,2016-02-26,20:08:00,1,2,N,beer,3.5,alcoholic-drink,1,normal_room
restaurant,N118,2016-02-26,08:47:00,2,0,N,water,2.5,drink,1,normal_room
S94,S94,2016-02-21,22:34:00,3,12,S,spareribs,17.0,dinner,15,conference_room_small
S97,S97,2016-02-23,21:48:00,1,15,S,tea,2.5,drink,15,conference_room_small
S168,S168,2016-03-28,06:05:00,1,3,S,wine,3.5,alcoholic-drink,15,conference_room_small
restaurant,S168,2016-03-16,09:58:00,3,7,S,simple-lunch,5.0,lunch,15,conference_room_small
restaurant,S168,2016-03-17,23:06:00,4,9,S,steak 'n stuff,18.0,dinner,15,conference_room_small
restaurant,S169,2016-03-26,15:04:00,2,0,S,water,2.5,drink,15,conference_room_small
S169,S169,2016-03-23,09:33:00,1,7,S,simple-lunch,5.0,lunch,15,conference_room_small
restaurant,L63,2016-03-08,17:04:00,4,15,L,tea,2.5,drink,50,conference_room_large
restaurant,L63,2016-03-05,21:21:00,5,12,L,spareribs,17.0,dinner,50,conference_room_large
restaurant,S85,2016-04-01,05:00:00,4,13,S,super soup,14.0,dinner,15,conference_room_small
S85,S85,2016-04-01,10:54:00,5,6,S,deluxe-breakfast,12.0,breakfast,15,conference_room_small
restaurant,S86,2016-03-26,08:15:00,1,12,S,spareribs,17.0,dinner,15,conference_room_small
S86,S86,2016-04-01,20:08:00,3,15,S,tea,2.5,drink,15,conference_room_small
L53,L53,2016-02-04,16:03:00,1,10,L,surf 'n turf,17.0,dinner,50,conference_room_large
restaurant,L53,2016-02-05,15:08:00,2,4,L,simple-breakfast,5.0,breakfast,50,conference_room_large
L70,L70,2016-03-19,04:26:00,1,12,L,spareribs,17.0,dinner,50,conference_room_large
restaurant,L37,2016-01-03,13:52:00,5,15,L,tea,2.5,drink,50,conference_room_large
restaurant,N119,2016-02-26,13:17:00,5,12,N,spareribs,17.0,dinner,1,normal_room
restaurant,N123,2016-02-22,00:52:00,1,7,N,simple-lunch,5.0,lunch,1,normal_room
restaurant,L50,2016-01-11,18:26:00,3,7,L,simple-lunch,5.0,lunch,50,conference_room_large
restaurant,L50,2016-01-11,21:31:00,5,11,L,vegetarian lasagna,16.0,dinner,50,conference_room_large
N83,N83,2016-01-29,23:24:00,5,2,N,beer,3.5,alcoholic-drink,1,normal_room
restaurant,N142,2016-02-07,23:56:00,1,6,N,deluxe-breakfast,12.0,breakfast,1,normal_room
N143,N143,2016-02-04,09:42:00,4,15,N,tea,2.5,drink,1,normal_room
N145,N145,2016-02-10,06:15:00,3,2,N,beer,3.5,alcoholic-drink,1,normal_room
restaurant,L37,2016-02-28,05:58:00,1,3,L,wine,3.5,alcoholic-drink,50,conference_room_large
restaurant,L47,2016-02-18,08:56:00,2,5,L,french-breakfast,7.0,breakfast,50,conference_room_large
restaurant,L47,2016-02-12,23:31:00,5,5,L,french-breakfast,7.0,breakfast,50,conference_room_large
restaurant,L47,2016-02-20,06:11:00,4,13,L,super soup,14.0,dinner,50,conference_room_large
L47,L47,2016-02-14,22:21:00,3,0,L,water,2.5,drink,50,conference_room_large
L47,L47,2016-02-24,02:54:00,2,2,L,beer,3.5,alcoholic-drink,50,conference_room_large
L47,L47,2016-02-12,20:50:00,4,3,L,wine,3.5,alcoholic-drink,50,conference_room_large
L47,L47,2016-02-24,09:10:00,5,0,L,water,2.5,drink,50,conference_room_large
restaurant,L47,2016-02-26,23:45:00,3,11,L,vegetarian lasagna,16.0,dinner,50,conference_room_large
restaurant,L47,2016-02-20,13:48:00,4,7,L,simple-lunch,5.0,lunch,50,conference_room_large
restaurant,L47,2016-02-16,03:33:00,5,1,L,soft-drink,3.0,drink,50,conference_room_large
L47,L47,2016-02-22,23:56:00,4,6,L,deluxe-breakfast,12.0,breakfast,50,conference_room_large
restaurant,L47,2016-02-26,06:35:00,2,6,L,deluxe-breakfast,12.0,breakfast,50,conference_room_large
L48,L48,2016-02-12,01:09:00,4,3,L,wine,3.5,alcoholic-drink,50,conference_room_large
L48,L48,2016-02-13,12:37:00,5,5,L,french-breakfast,7.0,breakfast,50,conference_room_large
L23,L23,2016-03-19,08:25:00,3,1,L,soft-drink,3.0,drink,50,conference_room_large
restaurant,N168,2016-03-10,02:28:00,1,14,N,coffee,3.0,drink,1,normal_room
S88,S88,2016-03-30,08:16:00,3,2,S,beer,3.5,alcoholic-drink,15,conference_room_small
S89,S89,2016-03-31,06:23:00,5,7,S,simple-lunch,5.0,lunch,15,conference_room_small
restaurant,S91,2016-03-28,09:13:00,2,7,S,simple-lunch,5.0,lunch,15,conference_room_small
restaurant,S163,2016-01-10,18:24:00,3,12,S,spareribs,17.0,dinner,15,conference_room_small
S164,S164,2016-01-12,21:49:00,5,3,S,wine,3.5,alcoholic-drink,15,conference_room_small
restaurant,L54,2016-01-31,20:12:00,1,15,L,tea,2.5,drink,50,conference_room_large
restaurant,L55,2016-02-05,10:11:00,1,1,L,soft-drink,3.0,drink,50,conference_room_large
restaurant,L55,2016-02-01,02:37:00,2,3,L,wine,3.5,alcoholic-drink,50,conference_room_large
restaurant,L55,2016-02-05,15:53:00,2,7,L,simple-lunch,5.0,lunch,50,conference_room_large
restaurant,L55,2016-02-01,12:23:00,1,7,L,simple-lunch,5.0,lunch,50,conference_room_large
S123,S123,2016-01-25,05:28:00,2,11,S,vegetarian lasagna,16.0,dinner,15,conference_room_small
restaurant,S124,2016-01-21,07:16:00,2,9,S,steak 'n stuff,18.0,dinner,15,conference_room_small
L63,L63,2016-03-16,19:57:00,5,14,L,coffee,3.0,drink,50,conference_room_large
restaurant,L63,2016-03-17,21:07:00,2,6,L,deluxe-breakfast,12.0,breakfast,50,conference_room_large
L64,L64,2016-03-16,22:57:00,2,14,L,coffee,3.0,drink,50,conference_room_large
L64,L64,2016-03-15,01:27:00,1,2,L,beer,3.5,alcoholic-drink,50,conference_room_large
L44,L44,2016-02-21,02:21:00,4,14,L,coffee,3.0,drink,50,conference_room_large
restaurant,L56,2016-02-05,11:42:00,2,6,L,deluxe-breakfast,12.0,breakfast,50,conference_room_large
restaurant,X66,2016-01-14,23:56:00,1,10,X,surf 'n turf,17.0,dinner,3,deluxe_room
L20,L20,2016-02-13,14:05:00,1,13,L,super soup,14.0,dinner,50,conference_room_large
restaurant,L20,2016-02-11,06:35:00,2,11,L,vegetarian lasagna,16.0,dinner,50,conference_room_large
restaurant,L26,2016-02-12,13:19:00,5,8,L,deluxe-lunch,10.0,lunch,50,conference_room_large
restaurant,L63,2016-02-06,22:08:00,4,6,L,deluxe-breakfast,12.0,breakfast,50,conference_room_large
restaurant,L35,2016-02-15,13:47:00,5,9,L,steak 'n stuff,18.0,dinner,50,conference_room_large
S113,S113,2016-02-26,15:00:00,5,12,S,spareribs,17.0,dinner,15,conference_room_small
S113,S113,2016-02-23,07:48:00,4,15,S,tea,2.5,drink,15,conference_room_small
restaurant,L49,2016-02-24,11:59:00,1,4,L,simple-breakfast,5.0,breakfast,50,conference_room_large
restaurant,L49,2016-02-25,23:18:00,2,8,L,deluxe-lunch,10.0,lunch,50,conference_room_large
restaurant,S170,2016-03-23,21:23:00,2,11,S,vegetarian lasagna,16.0,dinner,15,conference_room_small
restaurant,X34,2016-04-05,05:01:00,3,15,X,tea,2.5,drink,3,deluxe_room
restaurant,L40,2016-01-31,04:55:00,3,8,L,deluxe-lunch,10.0,lunch,50,conference_room_large
restaurant,L40,2016-02-02,11:44:00,4,12,L,spareribs,17.0,dinner,50,conference_room_large
L50,L50,2016-02-24,08:38:00,5,10,L,surf 'n turf,17.0,dinner,50,conference_room_large
L43,L43,2016-01-26,00:35:00,4,14,L,coffee,3.0,drink,50,conference_room_large
L56,L56,2016-03-12,12:27:00,3,1,L,soft-drink,3.0,drink,50,conference_room_large
L57,L57,2016-03-12,18:35:00,4,8,L,deluxe-lunch,10.0,lunch,50,conference_room_large
restaurant,L41,2016-01-29,12:18:00,3,7,L,simple-lunch,5.0,lunch,50,conference_room_large
restaurant,L41,2016-01-26,14:09:00,2,5,L,french-breakfast,7.0,breakfast,50,conference_room_large
restaurant,L41,2016-01-29,07:53:00,3,1,L,soft-drink,3.0,drink,50,conference_room_large
L65,L65,2016-03-13,23:48:00,4,11,L,vegetarian lasagna,16.0,dinner,50,conference_room_large
S124,S124,2016-03-11,01:42:00,1,1,S,soft-drink,3.0,drink,15,conference_room_small
S125,S125,2016-03-08,11:23:00,3,10,S,surf 'n turf,17.0,dinner,15,conference_room_small
restaurant,S125,2016-03-07,01:40:00,5,11,S,vegetarian lasagna,16.0,dinner,15,conference_room_small
restaurant,S126,2016-03-10,18:10:00,3,7,S,simple-lunch,5.0,lunch,15,conference_room_small
L64,L64,2016-03-03,22:39:00,2,8,L,deluxe-lunch,10.0,lunch,50,conference_room_large
restaurant,L64,2016-03-04,15:00:00,3,0,L,water,2.5,drink,50,conference_room_large
restaurant,L64,2016-03-07,10:16:00,4,1,L,soft-drink,3.0,drink,50,conference_room_large
L64,L64,2016-03-04,08:25:00,4,12,L,spareribs,17.0,dinner,50,conference_room_large
restaurant,L64,2016-03-01,17:11:00,4,7,L,simple-lunch,5.0,lunch,50,conference_room_large
L65,L65,2016-03-05,12:32:00,3,8,L,deluxe-lunch,10.0,lunch,50,conference_room_large
restaurant,L65,2016-03-07,10:57:00,4,5,L,french-breakfast,7.0,breakfast,50,conference_room_large
restaurant,L65,2016-03-02,18:19:00,3,12,L,spareribs,17.0,dinner,50,conference_room_large
L65,L65,2016-03-07,17:30:00,1,11,L,vegetarian lasagna,16.0,dinner,50,conference_room_large
restaurant,L39,2016-03-30,19:35:00,4,9,L,steak 'n stuff,18.0,dinner,50,conference_room_large
restaurant,L39,2016-03-31,11:42:00,2,10,L,surf 'n turf,17.0,dinner,50,conference_room_large
L39,L39,2016-04-03,03:25:00,2,7,L,simple-lunch,5.0,lunch,50,conference_room_large
restaurant,L39,2016-04-01,01:58:00,1,15,L,tea,2.5,drink,50,conference_room_large
restaurant,L64,2016-02-05,07:05:00,5,10,L,surf 'n turf,17.0,dinner,50,conference_room_large
L49,L49,2016-02-17,13:26:00,5,2,L,beer,3.5,alcoholic-drink,50,conference_room_large
L49,L49,2016-02-16,08:16:00,4,9,L,steak 'n stuff,18.0,dinner,50,conference_room_large
L49,L49,2016-02-14,17:06:00,4,2,L,beer,3.5,alcoholic-drink,50,conference_room_large
L51,L51,2016-01-16,18:37:00,1,3,L,wine,3.5,alcoholic-drink,50,conference_room_large
D77,D77,2016-02-25,19:04:00,4,0,D,water,2.5,drink,3,double_room
restaurant,D77,2016-02-18,01:38:00,2,11,D,vegetarian lasagna,16.0,dinner,3,double_room
L41,L41,2016-03-27,01:31:00,2,14,L,coffee,3.0,drink,50,conference_room_large
S76,S76,2016-02-15,02:51:00,2,3,S,wine,3.5,alcoholic-drink,15,conference_room_small
S76,S76,2016-02-11,22:13:00,4,12,S,spareribs,17.0,dinner,15,conference_room_small
restaurant,S76,2016-02-19,05:00:00,2,12,S,spareribs,17.0,dinner,15,conference_room_small
S77,S77,2016-02-22,17:02:00,1,4,S,simple-breakfast,5.0,breakfast,15,conference_room_small
restaurant,S78,2016-02-17,10:07:00,3,5,S,french-breakfast,7.0,breakfast,15,conference_room_small
restaurant,S78,2016-02-11,03:22:00,2,11,S,vegetarian lasagna,16.0,dinner,15,conference_room_small
S78,S78,2016-02-16,12:01:00,1,6,S,deluxe-breakfast,12.0,breakfast,15,conference_room_small
restaurant,S79,2016-02-16,01:24:00,2,5,S,french-breakfast,7.0,breakfast,15,conference_room_small
restaurant,S79,2016-02-12,14:15:00,5,5,S,french-breakfast,7.0,breakfast,15,conference_room_small
restaurant,S79,2016-02-12,14:08:00,4,2,S,beer,3.5,alcoholic-drink,15,conference_room_small
restaurant,S80,2016-02-11,14:19:00,3,14,S,coffee,3.0,drink,15,conference_room_small
restaurant,S80,2016-02-13,10:24:00,4,15,S,tea,2.5,drink,15,conference_room_small
restaurant,S80,2016-02-21,00:41:00,3,11,S,vegetarian lasagna,16.0,dinner,15,conference_room_small
restaurant,L42,2016-02-03,20:39:00,4,6,L,deluxe-breakfast,12.0,breakfast,50,conference_room_large
restaurant,L42,2016-01-31,19:47:00,3,9,L,steak 'n stuff,18.0,dinner,50,conference_room_large
L42,L42,2016-01-31,02:15:00,1,2,L,beer,3.5,alcoholic-drink,50,conference_room_large
restaurant,L42,2016-02-05,14:20:00,5,15,L,tea,2.5,drink,50,conference_room_large
restaurant,L43,2016-01-29,17:59:00,3,14,L,coffee,3.0,drink,50,conference_room_large
L43,L43,2016-01-29,03:28:00,5,10,L,surf 'n turf,17.0,dinner,50,conference_room_large
restaurant,L56,2016-02-24,04:32:00,3,4,L,simple-breakfast,5.0,breakfast,50,conference_room_large
restaurant,L57,2016-02-23,13:41:00,5,8,L,deluxe-lunch,10.0,lunch,50,conference_room_large
S92,S92,2016-03-31,23:03:00,2,7,S,simple-lunch,5.0,lunch,15,conference_room_small
restaurant,S93,2016-04-02,12:01:00,5,14,S,coffee,3.0,drink,15,conference_room_small
S94,S94,2016-03-31,12:37:00,5,2,S,beer,3.5,alcoholic-drink,15,conference_room_small
restaurant,L48,2016-01-25,04:52:00,2,8,L,deluxe-lunch,10.0,lunch,50,conference_room_large
L48,L48,2016-01-25,20:01:00,4,0,L,water,2.5,drink,50,conference_room_large
restaurant,L52,2016-01-14,02:00:00,3,9,L,steak 'n stuff,18.0,dinner,50,conference_room_large
S152,S152,2016-02-14,17:29:00,5,0,S,water,2.5,drink,15,conference_room_small
restaurant,S153,2016-02-16,23:28:00,4,11,S,vegetarian lasagna,16.0,dinner,15,conference_room_small
X55,X55,2016-02-22,07:36:00,1,8,X,deluxe-lunch,10.0,lunch,3,deluxe_room
restaurant,S97,2016-03-28,09:50:00,1,12,S,spareribs,17.0,dinner,15,conference_room_small
S97,S97,2016-03-27,10:21:00,1,10,S,surf 'n turf,17.0,dinner,15,conference_room_small
X61,X61,2016-02-21,08:08:00,3,9,X,steak 'n stuff,18.0,dinner,3,deluxe_room
restaurant,S181,2016-03-25,18:33:00,3,7,S,simple-lunch,5.0,lunch,15,conference_room_small
restaurant,S182,2016-03-23,02:52:00,3,5,S,french-breakfast,7.0,breakfast,15,conference_room_small
X56,X56,2016-02-18,12:57:00,3,3,X,wine,3.5,alcoholic-drink,3,deluxe_room
L66,L66,2016-03-09,01:58:00,5,3,L,wine,3.5,alcoholic-drink,50,conference_room_large
restaurant,L66,2016-03-08,10:43:00,4,7,L,simple-lunch,5.0,lunch,50,conference_room_large
L66,L66,2016-03-08,07:12:00,1,0,L,water,2.5,drink,50,conference_room_large
restaurant,L66,2016-03-07,14:09:00,1,7,L,simple-lunch,5.0,lunch,50,conference_room_large
L53,L53,2016-01-20,17:58:00,1,2,L,beer,3.5,alcoholic-drink,50,conference_room_large
restaurant,L53,2016-01-21,05:22:00,3,9,L,steak 'n stuff,18.0,dinner,50,conference_room_large
restaurant,S124,2016-01-27,08:13:00,3,11,S,vegetarian lasagna,16.0,dinner,15,conference_room_small
restaurant,S125,2016-01-26,14:03:00,4,5,S,french-breakfast,7.0,breakfast,15,conference_room_small
L50,L50,2016-01-28,18:34:00,2,6,L,deluxe-breakfast,12.0,breakfast,50,conference_room_large
restaurant,S94,2016-02-04,00:30:00,4,8,S,deluxe-lunch,10.0,lunch,15,conference_room_small
restaurant,L25,2016-03-01,09:35:00,3,9,L,steak 'n stuff,18.0,dinner,50,conference_room_large
L25,L25,2016-03-01,01:51:00,3,15,L,tea,2.5,drink,50,conference_room_large
restaurant,L25,2016-03-02,22:47:00,2,8,L,deluxe-lunch,10.0,lunch,50,conference_room_large
S95,S95,2016-02-03,01:16:00,1,13,S,super soup,14.0,dinner,15,conference_room_small
S96,S96,2016-02-06,17:18:00,2,9,S,steak 'n stuff,18.0,dinner,15,conference_room_small
restaurant,S99,2016-04-02,05:12:00,1,14,S,coffee,3.0,drink,15,conference_room_small
S108,S108,2016-01-15,04:38:00,5,8,S,deluxe-lunch,10.0,lunch,15,conference_room_small
restaurant,S110,2016-01-20,23:28:00,5,5,S,french-breakfast,7.0,breakfast,15,conference_room_small
L53,L53,2016-01-14,07:12:00,1,0,L,water,2.5,drink,50,conference_room_large
L53,L53,2016-01-11,21:58:00,1,5,L,french-breakfast,7.0,breakfast,50,conference_room_large
L53,L53,2016-01-11,11:33:00,4,14,L,coffee,3.0,drink,50,conference_room_large
L53,L53,2016-01-09,22:32:00,1,1,L,soft-drink,3.0,drink,50,conference_room_large
restaurant,S103,2016-02-02,17:28:00,1,5,S,french-breakfast,7.0,breakfast,15,conference_room_small
S105,S105,2016-02-02,19:04:00,1,9,S,steak 'n stuff,18.0,dinner,15,conference_room_small
S183,S183,2016-03-17,23:44:00,5,11,S,vegetarian lasagna,16.0,dinner,15,conference_room_small
S184,S184,2016-03-17,10:51:00,2,14,S,coffee,3.0,drink,15,conference_room_small
restaurant,S184,2016-03-20,19:28:00,1,0,S,water,2.5,drink,15,conference_room_small
S185,S185,2016-03-21,17:36:00,4,4,S,simple-breakfast,5.0,breakfast,15,conference_room_small
restaurant,S185,2016-03-21,04:31:00,3,3,S,wine,3.5,alcoholic-drink,15,conference_room_small
restaurant,S186,2016-03-24,12:14:00,3,5,S,french-breakfast,7.0,breakfast,15,conference_room_small
L44,L44,2016-01-28,22:12:00,4,2,L,beer,3.5,alcoholic-drink,50,conference_room_large
L44,L44,2016-01-30,20:28:00,1,10,L,surf 'n turf,17.0,dinner,50,conference_room_large
restaurant,L44,2016-02-02,01:39:00,2,5,L,french-breakfast,7.0,breakfast,50,conference_room_large
restaurant,L44,2016-02-02,21:58:00,1,10,L,surf 'n turf,17.0,dinner,50,conference_room_large
restaurant,S167,2016-01-13,10:18:00,1,7,S,simple-lunch,5.0,lunch,15,conference_room_small
restaurant,L36,2016-01-07,14:09:00,1,14,L,coffee,3.0,drink,50,conference_room_large
